objectid,name_std,acreage,year,raw_excerpt
6793,Francis Strother,654.0,1735.0,654a on the S side the N Anna
6794,John Blair,1550.0,1735.0,1550a in Hanover Co
6795,John Mallory,293.0,1736.0,293a Hanover/
6796,John Ragland,2350.0,1736.0,2350a on the Branches of Stoney Run
6797,Joseph Hix,222.0,1736.0,222 acres
6798,John Horn,46.0,1737.0,46a on the N side Turkey Creek
6799,Giles Allegre,118.0,1737.0,118a in Hanover
6800,Robert Harris,95.0,1738.0,95a on the S side the Little River
6801,Robert Harris,95.0,1738.0,95a Hanover/ on S Side of Little River
6802,Joseph Temple,593.0,1739.0,593a on the branches of Beaver Dam Swamp
6803,Daniel Clayton Of Hanover County,200.0,1740.0,200a partly in Goochland County & partly in Hanover Co.
6804,Richard Gass,272.0,1741.0,272a on the N side Little River in St Martins Parish
6805,William Hix,175.0,1742.0,175a adj Cecilia Anderson & John Stanly
6806,Samuel Luck,140.0,1744.0,"140a adj Luck, Philips, Brown"
6807,Daniel Clayton,200.0,1744.0,200a Hanover/ between the lines of Watson and Alves
6808,Robert Deprest,352.0,1745.0,352a in slashes below Stone Horse Creek
6809,William Harris,350.0,1745.0,350 acres
6810,Hardin Burnley,14.0,1745.0,14a on the lower side of the S fork of Machump Creek
6811,William Gills,,1745.0,
6812,William Dickinson,84.0,1745.0,84a between John Luck & Captain Isaac Winston
6813,John Ragland,1030.0,1745.0,1030a Hanover/ on both sides the N fork of Mechumps [Machumps]Cr.
6814,Stephen Terrey Junr,149.0,1746.0,149a in the second fork of Pamunkey River
6815,Jno Crow,490.0,1746.0,490a -/ brs of Tuckahoe Ck
6816,Thomas Denton,51.0,1747.0,51a on the Southside the S [Anna]
6817,George Clopton,400.0,1747.0,400a on the S side of the S Anna River
6818,Joseph Crenshaw,758.0,1755.0,758a on the S Anna adj James Crenshaw John Ross Thomas Crenshaw
6819,Henry Wood,134.0,1761.0,134a Hanover/ adj. David Craffords Patent
6820,Tho Bowles & Tho Johnson Jr,123.0,1763.0,123a -/ Horse pen Ck!
6821,Barrett White,273.0,1765.0,273a Hanover/
6822,William Johnson,248.0,1773.0,248a in Hanover on the N Fork of Stag Creek
6823,Walter Chisholm,15.5,1794.0,15.5a in Hanover Co on a small branch on the S side of Newfound River
6824,William Morris,3036.0,1796.0,3036a Hanover/ on Taylers Creek
6825,George Wilkinson Of New Kent County,1120.0,1819.0,1120a New Kent/ on the N side of Totapotamoys Creek in St. Pauls parish
6826,Abraham Baily,142.0,,142a Henrico/ Cornelius Ck 'Mt Piloin'
6827,Tho Cock Sr,816.0,,816a Henrico/ S s Chickahominy swamp Varina Par land 'Oposum'
6828,Robt Hollom,1000.0,1636.0,1000a Henrico/ W to main riv opp Fallen ?Falling Ck
6829,Arthur Bayly,300.0,1637.0,300a Henrico/
6830,Arthur Bayly,200.0,1637.0,200a Henrico/ opp upp end of Lord Island
6831,Arthur Bayly & Tho Crosby,800.0,1637.0,800a Henrico/ W to riv N to falls
6832,Samuel Almond,600.0,1639.0,600a Henrico/ at ClearFields E s river opp low island 2 mi bel falls
6833,Wm Humphries,200.0,1662.0,200a CharlCit/ E s TurkeyIsland Ck opp Great or Long Meadow
6834,Tho Stegg Capt,800.0,1662.0,800a Henrico/ Chippiake Ck of N s James Riv bel falls
6835,Tho Stegg,1280.0,1663.0,1280a none/ N s James 1 mi abv falls at slash 'Woodwards Labour'
6836,Tho Ludwell,961.0,1663.0,961a Henrico/ 'TimberSlash' by cart path
6837,Jno Beauchamp & Richd Cocke,2994.0,1664.0,2994a Henrico/ OwensQuarter Run of S s Chickahominy & fks of Cattail Run of N s James Riv
6838,Thomas Liggon & Capt. William Farrer,375.0,1664.0,375a Henrico/ N side James River
6839,Jno Burton,100.0,1665.0,100a Henrico/ head of 'Longfield' part of 700a
6840,Jno Cox,550.0,1665.0,550a Henrico/ 'Harristocks' gtd Arthur Bayly who sold Wm Johnson who sold to Jno Cox
6841,Glebe Land,198.0,1666.0,198 acres
6842,Henry Randolph,961.0,1666.0,961a Henrico/ 'Timber Slash' gtd Tho Ludwell 1663
6843,Soloman Knibb,710.0,1667.0,710a Henrico/ S run of Baylyes Ck of N s James Riv
6844,Jno Beauchampe,82.0,1668.0,82a Henrico/ N s James Riv adj plantation 'Barrow'
6845,Jno Browne,110.0,1668.0,110a Henrico/ N s James
6846,Robt Burton,1300.0,1669.0,1300a Henrico/ adj 'Lilly Valley'
6847,Rowland Place,1228.0,1669.0,1228a Henrico/ mouth Almonds Ck of N s James
6848,Robt Bullington,100.0,1669.0,100a Henrico/ N s James
6849,Jno Knowles Capt,793.0,1672.0,793a Henrico/ Cornelius Ck & N s James Riv
6850,Richd Perrin,474.0,1672.0,474a Henrico/ called World's End
6851,Edw Mathews,1536.0,1673.0,1536a Henrico/ nr hd of Deep Bottom of W s 4Miile Ck of N s James Riv
6852,Henry Trent,200.0,1673.0,200a Henrico/ hd of Coleford 0.5 mi fr riv
6853,Jno Rogers & Jno Lewis,400.0,1673.0,400a Henrico/ E s Mill Run at fks & N s James Riv
6854,Nicholas Perkins,537.0,1674.0,537a Henrico/ N s James Riv prev surveyed for Richd Parke
6855,Wm Bird,7351.0,1675.0,7351a Henrico/ mouth Shoccores Ck of N s James Riv
6856,Jno Wattson,478.0,1678.0,478a Henrico/ WhiteOak Swamp of Chickahominy
6857,Robt Bullington,244.0,1678.0,244a Henrico/ N s James
6858,Rebecca Gyles,162.0,1678.0,162a Henrico/ Cornelius Ck
6859,Jno Pleasants & Jno Haddellsey,548.0,1679.0,548a Henrico/ on main brook of 4Mile Ck of N s James
6860,Henry Wyatt,900.0,1679.0,900a Henrico/ on CattailBr Fk & main run of Chickahominy
6861,Francis Warren,647.0,1679.0,647a Henrico/ S s main run of Chickahominy
6862,Frances Izard,1036.0,1681.0,1036a Henrico/ in fk of Chickahominy Varina Par
6863,Henry Turner,712.0,1681.0,712a Henrico/ on main swamp Varina Par & S s Chickahominy Swamp
6864,Lyonell Morris,860.0,1681.0,860a Henrico/ S s Chickahominy main Swamp
6865,Lemon Childres,406.0,1685.0,406a Henrico/ on Grindons Run of N s James Riv Varina Par
6866,Saml Bridgewater,333.0,1686.0,333a Henrico/ Gillies Ck of N s James Riv
6867,Henry Pruett & Jno Fiels,440.0,1687.0,440a Henrico/ Almonds Ck Var Par of N s James Riv
6868,Saml Bridgwater,404.0,1687.0,404a Henrico/ Varina Par N s James
6869,Jno Bayley,736.0,1687.0,736a Henrico/ Gylles ?Gillys Ck of N s James Varina Par
6870,Michael Turpin,215.0,1687.0,215a Henrico/ main br of Roundabout
6871,Tho Cock Jr,671.0,1687.0,671a Henrico/ N s James Riv Varina Par
6872,Wm Byrd,956.0,1687.0,956a Henrico/ mouth Shoccoe Ck & N s James Riv gtd Tho Stegg
6873,Tho Cock,296.0,1687.0,296a Henrico/ nr Cedar Br of N s James Riv gtd Tho Wells 1677
6874,Gilly Groomeren,539.0,1687.0,539a Henrico/ Cattail Br of S s Chickahominy Varina Par
6875,Jas Lyle,156.0,1687.0,156a Henrico/ S s Chickahominy Riv swamp Varina Par
6876,Jno Everett,162.0,1687.0,162a Henrico/ Cornelius Run of N s James Riv
6877,Tho Taylor,1053.0,1687.0,1053a Henrico/ in Harahdocks of N s James
6878,Francis Redford,775.0,1687.0,775a Henrico/ N s Roundabout Swamp of N s James
6879,Jas Blair,453.0,1687.0,453a Henrico/ On easterly br of main br of Cornelius Run
6880,Joshua Stapp,277.0,1687.0,277a Henrico/ on Shockoe Ck of N s James Riv Varina Par
6881,Robt Woodson,1780.0,1687.0,"1780a Henrico/ White Oak Swamp, Varina Par"
6882,Robt Woodson Sr,470.0,1687.0,470a Henrico/ W br Deep Run N s James Riv Varina Par
6883,Henry Pewe,411.0,1688.0,411a Henrico/ btw brs & main run of 4Miile Ck
6884,Jno Woodson Sr,1850.0,1688.0,1850a Henrico/ S s Chickahominy Riv Varina Par
6885,Nicholas Marsh,528.0,1688.0,528a Henrico/ Varina Par on hd of Barrow
6886,Tho Peren,140.0,1688.0,140a Henrico/ N s James Varina Par
6887,Tho Cock Sr,1650.0,1688.0,1650a Henrico/ S s Chickahominy Swamp Varina Par
6888,Alexr Mackenny,296.0,1688.0,296a Henrico/ N s James Riv gtd Tho Wells 1677
6889,Tho Cardwell,550.0,1689.0,550a Henrico/ on N br Gilleys Ck of N s James & Varina Par
6890,Danl Johnson,391.0,1689.0,391a Henrico/ Peynoncky Path & br of Shocko Ck of N s James Riv Varina Par
6891,Robt Beverley,988.0,1689.0,988a Henrico/ great points of rocks abv Powhite fields abv falls of N s James Riv Varina Par
6892,Gilly Grumeren,481.0,1689.0,481a Henrico/ nr Chickahominy Swamp of N s James
6893,Edmd. Jennings Esqr.,6513.0,1689.0,6513a N & E of James River
6894,Wm Porter & Danl Price,440.0,1690.0,440a Henrico/ nr Chickahominy Swamp of N s James Varina Par
6895,Alexr Mekeney,640.0,1690.0,640a Henrico/ Gillys Ck of N s James Riv Varina Par
6896,Jno Wadson,480.0,1690.0,480a Henrico/ S s Chickahominy Swamp Varina Par
6897,Jno Woodson Sr,1324.0,1690.0,1324a Henrico/ S s Chickahominy swamp nr New Kent Rd to falls
6898,Jas Moore,523.0,1690.0,523a Henrico/ Uffnam Brook of S s Chickahominy main swamp Varina Par
6899,Jno Woodson Jr,1385.0,1690.0,1385a Henrico/ N s James Varina Par
6900,Jno Woodson Jr,732.0,1690.0,732a none/ brs Chickahominy swamp at Half Sink
6901,Jno Pleasants,2625.0,1690.0,2625a Henrico/ W br Deep Run
6902,Wm Glover,217.0,1691.0,217a Henrico/ N s James Riv & N to Miry Swamp
6903,,1221.0,1691.0,1221a Henrico Co. Verina parish N side of James River and above W Ham Creeke
6904,Giles Webb,132.0,1692.0,132a Henrico/ N s James Riv
6905,Giles Webb,344.0,1692.0,344a Henrico/ on Middle Run btw Colsons & Deep Bottom of N s James Varina Par
6906,William Randolph Esqr.,1221.0,1695.0,1221a Henrico/ Verina par. N side of James River and above Westham Creeke
6907,Giles Webb,528.0,1697.0,528a Henrico/ hd of 'Barrow' of N s James
6908,Wm Cocke,256.0,1698.0,256a Henrico/ small br of Cornelius Run gtd Richd Perrin
6909,Jno Pleasant,732.0,1699.0,732a ?Henrico/ brs Chickahominy Swamp at 'HalfSink'
6910,Jno Pleasants,3087.0,1699.0,3087a Henrico/ S s Chickahominy Swamp
6911,Jos Pleasants,98.0,1699.0,"98a Henrico/ Chickahomany Swamp, and is known by John Bottoms plantation, Capt. Cock and known by name of High Hills"
6912,Wm Randolph,1230.0,1700.0,1230a Henrico/ 2 tracts 'Curles' or 'LongField' & 'the slashes' esch Nathl Bacon
6913,Robt Burton Sr,300.0,1701.0,300a Henrico/ E s Cornelius Ck Varina Par
6914,Jno Woodson Sr,1020.0,1701.0,1020a Henrico/ in Rawsonsey Neck Varina Par
6915,Tho Farrar,126.0,1701.0,126a Henrico/ on Cornelius Ck
6916,Nicholas Hutchings,230.0,1702.0,230a Henrico/ 4Miile Ck of N s James Riv
6917,Henry Breazeale Jr,300.0,1702.0,300a Henrico/ N s a br of Gileys Ck
6918,Giles Webb,1797.0,1702.0,1797a Henrico/ at 'Westham' on N s James Riv
6919,Jas Cock,570.0,1702.0,570a Henrico/ in fk of N & S brs of WhiteOak Swamp Varina Par
6920,Jno Robinson,831.0,1703.0,831a Henrico/ Gilleys Ck of N s James Riv
6921,Wm Randolph Jr,132.0,1703.0,132a Henrico/ N s James gtd Giles Webb
6922,Ann Perin,200.0,1703.0,200a Henrico/ N s James Riv Varina Par
6923,Francis Rowes,896.0,1703.0,896a Henrico/ mouth Almonds Ck of N s James 2 mi bel falls
6924,Francis Reives,896.0,1703.0,896a Henrico/ N s & on James Riv 2 mi bel the falls
6925,Jno Pleasants & Jos Pleasants,286.0,1704.0,286a Henrico/ hd of WhiteOak Swamp
6926,Robt Woodson,171.0,1704.0,171a Henrico/ N s Ufnam Brook
6927,Allenson Clark & Chas Russell,945.0,1705.0,945a -/ E s Tuckahoe main Ck
6928,Chas Evans,200.0,1713.0,200a Henrico/ great br of Ufnam Brook of N s James Riv
6929,Wm Sheapard & Richd Baker,400.0,1713.0,400a Henrico/ S s main br of Chickahominy Swamp
6930,Tho Harrod,448.0,1714.0,448a Henrico/ Gileys Ck of N s James Riv Henrico Par
6931,Gilly Gromorin,292.0,1714.0,292a Henrico/ place called 'Peckeynockey'
6932,Jno Pleasants,541.0,1714.0,541a Henrico/ N brs Upnam Brook
6933,Jno Elles,500.0,1714.0,500a -/ Eastern br of Tuckahoe adj Clarke
6934,Jno Whitloe,155.0,1715.0,155a Henrico/ nr hd of 2Miile Ck of N s James Riv
6935,Tho Bayley,350.0,1715.0,350a Henrico/ N s Deep Run
6936,Tho Harden,319.0,1716.0,319a -/ E s of main eastern br of Tuckahoe
6937,Philimon Childers Jr,97.0,1716.0,97a Henrico/ xg Grindals Run of N s James Riv
6938,Stephen Sunter,400.0,1717.0,400a Henrico/ S s main br of Chickahominy Swamp
6939,Geo Freeman,400.0,1718.0,400a Henrico/ E s Tuckahoe main br
6940,Edward Hatcher Junr.,223.0,1718.0,223a both sides of Tuckahoe Main Creek N side of James River in HECo.
6941,Richd Wade,400.0,1723.0,400a Henrico/ N s Jas Riv adj Tho & Wm Hardin
6942,Nicholas Cox,400.0,1723.0,400a -/ on Peters Br adj Ellis
6943,Nicholas Cox,400.0,1723.0,400a -/ brs of Tuckahoe & Chicohominy adj Cotrell
6944,Nicholas Cox,400.0,1723.0,400a -/ on Peters branch
6945,Hutchins Burton,400.0,1723.0,400a Henrico/ Westham Ck of N s James Riv
6946,Valentine Ware,262.0,1723.0,262a -/ in Fk of Tuckahoe Ck
6947,Edw Rivis & Tho Ally,400.0,1723.0,400a Henrico/ S s James Riv
6948,Tho Williamson,200.0,1724.0,200a Henrico/ Jordans Br of Ufnam Brook of N s James Riv
6949,Jno Watson,400.0,1724.0,400a Henrico/ Long&Hungry Br of Chickahominy Swamp
6950,Tho Meridith,400.0,1724.0,400a Henrico/ on Chickahominy Swamp
6951,Michael Holland,400.0,1724.0,400a Henrico/ S s Chickahominy Swamp
6952,Michael Holland,400.0,1724.0,400a Henrico/ on Chickahominy Swamp
6953,Tho Farrar,400.0,1724.0,400a Henrico/ S s main br of Chickahominy Swamp
6954,Geo Freeman,320.0,1724.0,320a Henrico/ N s James Riv
6955,,400.0,1724.0,400a Henrico/ nr hd of br of Westham of N s James Riv
6956,Valentine Ware,167.0,1724.0,167a -/ on Great Fk of Tuckahoe Ck
6957,Richd Mosby,300.0,1725.0,300a Henrico/ S s Ufnam Brook
6958,Hutchins Burton,400.0,1725.0,400a Henrico/ on Westham Ck of N s James Riv
6959,Jno Spears,400.0,1725.0,400a -/ Deep Run of Tuckahoe
6960,Jno Walters,400.0,1725.0,400a -/ Eastern br of Deep Run of Tuckaho Ck
6961,Jno Ellis,400.0,1725.0,400a Henrico/ Peters Br of Tuckahoe Ck
6962,Edw Hatcher,200.0,1725.0,200a -/ adj Jno Ellis
6963,Jno Cannon,50.0,1725.0,50a Henrico/ N s James Riv
6964,Tho Connaway,400.0,1725.0,400a Henrico/ in fk of Merediths Br
6965,Robt Willis,400.0,1725.0,400a -/ adj Richd Wade
6966,Jno Price,375.0,1725.0,375a -/ on Deep Run of Tuckahoe Ck
6967,Giles Carter,48.0,1725.0,48a Henrico/ E s Deep Run of N s James Riv
6968,Michael Holland,125.0,1727.0,125a Henrico/ on Hardins Br of N s James Riv
6969,Geo Freeman,350.0,1727.0,350a -/ on Flat Br of Tuckahoe Ck
6970,Michall Holland,400.0,1727.0,400a Henrico/ S s Chickahominy Swamp
6971,Jno Bacon,1600.0,1727.0,1600a Henrico/ on Ufnam Brook
6972,Michael Holland,346.0,1727.0,346a Henrico/ N br of Ufnam Brook
6973,Jno Martin,400.0,1728.0,400a -/ Drinkinghole br of Tuckaho Ck
6974,Richd Wade,400.0,1728.0,400a Goochlan/ in fk of Tuckaho Ck
6975,Jno Langford,300.0,1731.0,300a Henrico/ W s Ufnam Brook gtd Richd Mossby
6976,Tho Owen,400.0,1731.0,400a Henrico/ N s James Riv
6977,Jno Watson,400.0,1731.0,400a Henrico/ N s James Riv
6978,Jno Watson,400.0,1731.0,400a Henrico/ hd of small br of Rockey Br of N s James Riv
6979,Jno Watson,400.0,1731.0,400a Henrico/ Ufferam ?Upnam Brook of Chickahominy Swamp
6980,Obediah Smith,400.0,1731.0,400a Henrico/ N s Jno Wadsons Path of N s James Riv
6981,Obediah Smith,400.0,1731.0,400a Henrico/ N s James Riv
6982,Jno Watson,400.0,1731.0,400a Henrico/ N br of Uftnam ?Ufnam Brook
6983,Tho Conway,400.0,1731.0,400a Henrico/ S s Drinking Run of Deep Run of N s James Riv
6984,Chas Christian,200.0,1731.0,200a -/ on brs of Tuckaho Ck
6985,Wm Britton,300.0,1732.0,300a Henrico/ N s James Riv
6986,Henry Stokes,400.0,1733.0,400a Henrico/ N s main Ufnam Brook of Great Br of Chickahominy Swamp
6987,Richd Randolph,400.0,1733.0,400a -/ hd brs & E s of Tuckahoe Ck
6988,Dennit Abney & Abra Abney,570.0,1733.0,570a Henrico/ W s S br Gillys Ck N s James Riv
6989,Mich Holland,3450.0,1733.0,3450a Henrico/ S s Chickahominy Swamp
6990,Wm Patman,400.0,1733.0,400a Henrico/ N s Georges Br of N s James Riv
6991,Jno Watson,400.0,1733.0,400a Henrico/ xg main N br of Chickahominy
6992,Tho Boatwright,322.0,1733.0,322a -/ brs of Tuckahoe Ck
6993,Jno Cornet,100.0,1733.0,100a Henrico/ W s Turners Run of N s James
6994,Abra Childers Jr,750.0,1733.0,750a Henrico/ N s James Riv
6995,Jno Watkins,50.0,1733.0,50a Henrico/ N s Ufnam Brook
6996,Jacob Robinson,390.0,1734.0,390a Henrico/ N s James Riv
6997,Luke Smith,300.0,1734.0,300a Henrico/ E s of br of Shoccoe Ck of N s James Riv
6998,Wm Ford,75.0,1734.0,75a Henrico/ S s Chickahominy main swamp
6999,Jno Shepherd,200.0,1734.0,200a Henrico/ on Chickahominy Swamp
7000,Jno Childers,400.0,1734.0,400a Henrico/ N s low fk of Ufnam Brook of N s James Riv
7001,Jno Bow,400.0,1735.0,400a Henrico/
7002,Jas Cock,88.0,1735.0,88a Henrico/ E s Cannons Br & on Shocco Ck of N s James Riv
7003,Hutchinson Burton,400.0,1735.0,400a Henrico/ N s a br of low Westham of N s James Riv
7004,Benj Clark,400.0,1735.0,400a Henrico/ N s James
7005,Danl Fitzpatrick & Jno Ryall,400.0,1735.0,400a Henrico/
7006,Jno Watson,395.0,1735.0,395a Henrico/ N s James Riv
7007,Danl Fitzpatrick,393.0,1735.0,393a Henrico/ bs Rockey Br of N s James Riv
7008,Geo Freeman,295.0,1735.0,295a -/ N s Deep Run nr Tuckahoe Ck
7009,Henry Holman,343.0,1735.0,343a -/ bs Deep Run of Tuckahoe Ck
7010,Jas Cocke,378.0,1736.0,378a Henrico/ N s Reedy Br of N s James Riv
7011,Jno Gun,717.0,1736.0,717a Henrico/ brs Shoccoe Ck of N s James Riv
7012,Jno Wheeler,388.0,1736.0,388a Henrico/ xg br of N br of N s James Riv
7013,Giles Allegre,118.0,1737.0,118a Hanover/ Hanov-Gooch line adj Utley & Anderson
7014,Wm Brookes,86.0,1737.0,86a -/ on brs of Tuckahoe Ck
7015,Robt Morris,375.0,1738.0,375a Henrico/ N s James Riv
7016,Jno Jordan,104.0,1739.0,104a -/ W s Tuckahoe Ck
7017,Tho Bethell Jr,183.0,1739.0,183a Henrico/ Woodsons great swamp
7018,Tho Ally,400.0,1739.0,400a Henrico/ N s James Riv
7019,Gerald Ellison,274.0,1739.0,274a Henrico/ N s James Riv
7020,Robt Moseby,560.0,1739.0,560a Henrico/ Chickahominy Swamp
7021,Jas Cocke,246.0,1741.0,246a Henrico/ on main run of Chickahominy swamp
7022,Jno Price,400.0,1741.0,400a Henrico/ N s Jordans Br of N s James
7023,Pleasant Cocke,238.0,1741.0,238a Henrico/ Reedy Br of main run of Chickahominy swamp
7024,Wm Harlow,400.0,1741.0,400a Henrico/ main run of Chickahominy Swamp
7025,Jno Shepherd,389.0,1741.0,389a Henrico/
7026,Abra Childers,500.0,1741.0,500a Henrico/ N s James Riv
7027,Jos Watson,400.0,1741.0,400a Henrico/ N s James Riv
7028,Jos Watson,400.0,1741.0,400a Henrico/ N s James Riv
7029,Jno Ford & Tho Vann,178.0,1742.0,178a Henrico/ S s of Northern Brook of Chickahominy
7030,Tho Bates,204.0,1742.0,204a Henrico/ in Great Br
7031,Benj Burton,400.0,1742.0,400a Henrico/ xg Deep Run
7032,Edw Goode,400.0,1742.0,400a Henrico/ W s of great br of 4Miile Ck
7033,Wm Lewis,400.0,1742.0,400a Henrico/
7034,Wm Spragen,273.0,1742.0,273a Henrico/
7035,Jas Young,317.0,1742.0,317a Henrico/ W s main rd
7036,Jno Williamson,340.0,1742.0,340a Henrico/ S s Trumpet Br
7037,Jno Watson,121.0,1742.0,121a Henrico/ N s James Riv
7038,Jno Williamson,310.0,1742.0,310a Henrico/ S s Trumpet Br
7039,Nicholas Hopson,285.0,1742.0,285a Henrico/ N s of S br of WhiteOak Swamp
7040,Tho Harlow,327.0,1743.0,327a Henrico/ S s Chickahominy Swamp
7041,Michael Gawin,400.0,1743.0,400a Henrico/ part of Wm Harlows 1st survey
7042,Tho Owen,496.0,1744.0,496a Henrico/
7043,Edmond Allen,400.0,1744.0,400a Henrico/
7044,Valentine Freeman,400.0,1744.0,400a Henrico/
7045,Edmond Allen,400.0,1744.0,400a Henrico/ N s N br White Oak Swamp
7046,Wm Parker,390.0,1744.0,390a Henrico/ W s Cornelius Ck
7047,Robt Morris,112.0,1744.0,112a Henrico/
7048,Danl Price,174.0,1744.0,174a Henrico/ S s main Chickahominy Swamp
7049,Jno Price Son Of Danl,196.0,1744.0,196a Henrico/ E to Johns Br
7050,Tho Oakley,532.0,1744.0,532a Henrico/ by slash nr HellGarden path
7051,Jno Hopson,354.0,1744.0,354a Henrico/ upp s a small br of WhiteOak Swamp
7052,Jno Williams,360.0,1744.0,360a Henrico/ S s of N br of White Swamp
7053,Edw Goode,1125.0,1745.0,1125a Henrico/ great br of 4Miile Ck
7054,Edw Curd,294.0,1745.0,294a Henrico/ S s main run of Chickahominy swamp
7055,Hutchens Burton,191.0,1745.0,191a Henrico/
7056,Hutchens Burton,390.0,1745.0,390a Henrico/ S s Westham Ck
7057,Wm Mayo,1060.0,1745.0,1060a Henrico/ Almonds Ck 286a gtd Jno & Jos Pleasant 20 Oct 1704
7058,Jno Shoemaker,390.0,1745.0,390a -/ Deep Run of Tuckahoe Ck
7059,Wm Turner,400.0,1746.0,400a Henrico/ xg Hungary Br
7060,Jno Orange,210.0,1746.0,210a Henrico/
7061,Wm Latoon,628.0,1746.0,628a Henrico/
7062,Richd Randolph,1673.0,1746.0,1673a -/ Tuckahoe Ck & brs thereof
7063,Abra Baily,450.0,1747.0,450a Henrico/ Almonds Ck
7064,Erasmus Oakley,340.0,1747.0,340a Henrico/ N s S br of WhiteOak Swamp
7065,Benj Clarke,90.0,1747.0,90a Henrico/ br of Ufnam Brook
7066,Robt Jordan,285.0,1748.0,285a Henrico/ N s of S br of WhiteOak Swamp gtd Nicholas Hopson
7067,Nicholas Mealer,300.0,1749.0,300a Henrico/ xg br of Cornelius Ck
7068,Jas Whitler,404.0,1749.0,404a Henrico/ in piney slash on Cornelius Ck
7069,Jas Whitler,404.0,1749.0,404a Henrico/ in piney slash on Cornelius Ck
7070,Richd Hooper,30.0,1750.0,30a Henrico/ S s Gilleys Ck
7071,Michael Jones,92.0,1750.0,92a Henrico/ E s of Long Slash
7072,Wm Warburton,115.0,1750.0,115a Henrico/ E s Horsepen Br
7073,Alexr Roberson,410.0,1751.0,410a Henrico/ S s Gilleys Ck
7074,Wm Burton,410.0,1751.0,410a Henrico/ S s Gilleys Ck
7075,Jos Bridgewater,179.0,1751.0,179a Henrico/ gtd Tho Cardwell 1689
7076,Saml Ligon,179.0,1751.0,179a Henrico/ W s Gilleys Ck
7077,Rowland Blackburn,100.0,1751.0,100a Henrico/ N slash of Northern Brook
7078,Jno Moseby,62.0,1751.0,62a Henrico/ on the Northern slash
7079,Tho Conaway,268.0,1751.0,268a -/ on Allen's br of Tuckaho
7080,Jno Rowlet,27.0,1751.0,27a Henrico/ on Peters Br
7081,David Staples,400.0,1752.0,400a Henrico/ on Farrars Br
7082,Jas Hibdon,56.0,1754.0,56a Henrico/ E fk of Gilbys Ck
7083,Michael Jones,186.0,1754.0,186a Henrico/ xg NewKent Rd
7084,Geo Wilkinson,200.0,1754.0,200a Henrico/ Merediths Br on Chickahominy Swamp
7085,,70.0,1755.0,70a Henrico/ S br of Gilleys Ck
7086,Robt Sharpe,386.0,1755.0,386a Henrico/ main of Chickahominy Swamp gtd Henry Neyatt 1679
7087,Stephen Pankey,77.0,1755.0,77a Henrico/
7088,Wm Jennings,160.0,1755.0,160a Henrico/ LongAndHungry Run
7089,Ware Rockett & Fra Baldwin,1200.0,1755.0,1200a Henrico/ N s Peters Br
7090,Michael Harfield,352.0,1755.0,352a Henrico/ S s BottomsBridge Rd
7091,Waldgrave Clopton,1057.0,1755.0,1057a Henrico/ BottomsBridge Rd
7092,Jno Pleasants,320.0,1755.0,320a Henrico/ on brink of James Riv & TurkeyIsland Rd
7093,Jno Williamson,170.0,1756.0,170a Henrico/ in Georges Br
7094,Geo Riddell,340.0,1756.0,340a Henrico/ N s of S br of WhiteOak Swamp gtd Eramus Oakley
7095,Jas Britton,304.0,1756.0,304a Henrico/
7096,Jos Mearitt,100.0,1756.0,100a Henrico/
7097,Tho Lewis,200.0,1756.0,200a Henrico/ B s James Riv
7098,Tho Lewis,200.0,1757.0,200a Henrico/ xg Watry Br
7099,Philemon Williams,56.0,1757.0,56a Henrico/ upp s of the road
7100,Benj Bowles,93.0,1757.0,93a Henrico/
7101,Jno Sheppard,52.0,1758.0,52a Henrico/ on Chickahominy Swamp
7102,Benj Burton Jr,198.0,1759.0,198a Henrico/ br of Deep Run
7103,Wm Garthright,102.0,1759.0,102a Henrico/ Chickahominy Swamp
7104,Robt Spears,314.0,1759.0,314a Henrico/ N s Boar Swamp
7105,Jacob Ferress,236.0,1759.0,236a Henrico/ N s Boar swamp
7106,Jno Winn,400.0,1760.0,400a Henrico/ on Chickahominy Swamp
7107,Wm Smith,276.0,1762.0,276a Henrico/ Chickahominy Swamp
7108,Tho Watkins,134.0,1765.0,134a Henrico/ S s Chickahominy Swamp
7109,Tho Goode,273.0,1765.0,273a Henrico/ low end of Wolf Slash
7110,Richd Randolph,300.0,1768.0,300a Henrico/ on Triangle Slash
7111,Jos Eggleston,250.0,1769.0,250a Henrico/ E s upp br of the Brook of N s James Riv gtd Jno Childers
7112,Richd Witlock,242.0,1771.0,242a Henrico/ S s & on Chickahominy Riv
7113,David Bowles,234.5,1771.0,234.5a Henrico/ S fk Farrars Br (Going Harding Beels & Nathaniel Hoalman
7114,Richd Cottrell,101.0,1773.0,101a Henrico/ on Deep Run
7115,Jos Gathright,245.0,1773.0,245a Henrico/ MiddleMeadow Run
7116,Robt Spiers,286.0,1774.0,286a Henrico/ hd of old Mill of S s Chickahominy Swamp
7117,Jas Brittain,100.0,1784.0,100a Henrico/
7118,Jno Allen,193.0,1787.0,193a Henrico/ Main run Chickahominy swamp
7119,Julius Allen,264.0,1787.0,264a Henrico/ main run of Chickahominy swamp
7120,Tho Harwood,204.0,1787.0,204a Henrico/ main run of Chickahominy Swamp
7121,Wm Reynolds,127.0,1788.0,127a Henrico/ main run of Chickahominy Swamp
7122,Benj Garthwright,78.0,1792.0,78a Henrico/ Sunken grounds of Chickahominy Swamp
