objectid,name_std,acreage,year,raw_excerpt
523,Thomas Lockhart,,1756.0,
524,Andrew Rey,40.0,1756.0,40 acres
525,Micajah Clark,26.0,1756.0,26 acres in Louisa under the foot of the small mountains
526,Thomas Couthorn,400.0,1756.0,400a ABCo. on both sides of the South fork of Buck Island Creek of the South side of the Rivanna River
527,Samuel Taliaferro,400.0,1756.0,400a ABCo. on both sides of Indian Br. of Buck Island Creek on the South side of the Rivanna Riv.
528,Samuel Taliaferro,400.0,1756.0,400a ABCo. on both sides of Buck Island Cr. of the Rivanna River & on both sides Martin Kings Road
529,William Reynolds,398.0,1756.0,398a ABCo. on both sides of Millers br. of the South side of the Rivanna River
530,David Meriwether,336.0,1756.0,336a Louisa Co. on some of the small brs. of great Cr.
531,Charles Mills,1250.0,1756.0,1250a ABCo. on the N side of Mechums River
532,James Whary,325.0,1756.0,325a ABCo. on both sides of Spring Cr. of Moremans River
533,John Mccollock,342.0,1756.0,342a ABCo. on the South Brs. of Moremans Riv.
534,Archibald Woods,200.0,1756.0,200a ABCo. on the top of the Blue Ridge in the old gap
535,William Wallis,300.0,1756.0,300a ABCo. on the brs. of Mechams River
536,Adam Gaudilock,400.0,1756.0,400a ABCo. on the brs. of the S fork of Meecham's Riv.
537,Thomas Mcalexander,150.0,1756.0,150a ABCo. in the fork of Mecham River
538,Thomas Mcalexander,400.0,1756.0,400a ABCo. in the fork of Mechams River
539,David Lewis Junior,175.0,1756.0,175a ABCo. on the head of Ivy Creek
540,George Twymon,728.0,1757.0,728a pt or 696a by pat 20 Jul 1748 on br James R now in possession of George Twymon
541,John Martin,65.0,1757.0,65a Albemarle County on Ballengers Creek
542,Francis Jerdone,61.0,1757.0,61a Albemarle Co. on the head branches of North Hardeware
543,,99.0,1757.0,99a ABCo. in the Coves of a Mountain in the North Garden
544,Jacob Claveland,99.0,1757.0,99a ABCo. on the head of a Br. of Hardware Riv. in the North Garden
545,Edward Carter,340.0,1758.0,340a Albemarle Co. in the Fork of James River on clear Mount
546,Edward Carter,270.0,1758.0,270a Albemarle Co. in the Fork of James River on Clear Mount
547,John Lankford,200.0,1758.0,200a Louisa County on both sides of the South fork of Buck Mountain Creek
548,Francis Jerdone,249.0,1758.0,249a ABCo. on both sides the Pounding Br.
549,Gray Haggard,96.0,1758.0,96a ABCo. on both sides of Ivy Creek
550,Alexander Mackie,97.0,1758.0,97a ABCo. on both sides of Ivy Creek
551,Edward Carter,60.0,1758.0,60a ABCo. in the Cove of one of the Ragged Mountains
552,Giles Rogers,400.0,1758.0,400a Hanover County on both sides Piney Run
553,Giles Rogers,443.0,1758.0,443a Hanover Co. on the Branches of piney run
554,George Taylor,48.0,1758.0,48a ABCo. on the S side of the South fork of Hardware River
555,Matthew Mullins,190.0,1759.0,190a ABCo. on the East end of the Bucks Elbow
556,James Harris,172.0,1759.0,172a ABCo. on Moremans River
557,David Gass,275.0,1759.0,275a ABCo. on the North side of a Mountain called the Bucks Elboe on the S side of Moremans River
558,Daniel Scott,930.0,1759.0,930a Albemarle County on the N side of and
559,Castleton Harper,324.0,1759.0,324a Albemarle Co. on both Sides the North Fork of Hardware River
560,Alexr Chisem,100.0,1759.0,100a Albemarl/in Rich Cove
561,Matthew Mills,125.0,1759.0,125a ABCo. on both sides of the Pounding Br. of Mechams River
562,William Hamner,192.0,1759.0,192a ABCo. on both Sides of Hardware
563,James Wood,400.0,1759.0,400a on Stocktons br. of Mecham River
564,Aaron Mckenzie,200.0,1759.0,200a Albemarle County
565,Aaron Mckenzie,200.0,1759.0,200a Albemarle County
566,Lewis Hansford,400.0,1759.0,400 acres Louisa County
567,Hugh Dohorty,200.0,1759.0,200a Albemarle Co. on the Brs. of Busquit Run
568,John Dowel,267.0,1759.0,267a Louisa County on the small Branches of Turky Run
569,Richard Surls,400.0,1759.0,400a Louisa County on the Waters of great Creek
570,Archibald Mccollin,170.0,1759.0,170a - ABCo. on the head of Hogg Creek
571,John Moran,283.0,1759.0,283a ABCo. on both sides of Stocktons Cr. of Mechums River
572,David Lockart,306.0,1759.0,306a ABCo. on the South brs. of the North fork of Mechams River
573,John Thompson,120.0,1759.0,120a Louisa Co. on both sides Moremans River
574,John Lawson,330.0,1759.0,330a ABCo. on Licking hole Creek a br. of Mechams River
575,Thomas Walker,427.0,1759.0,427a Louisa County on the little Mountains
576,Thomas Walker,111.0,1759.0,111a Louisa County on the little Mountains
577,William Melton,160.0,1759.0,160a ABCo. on the S Brs. of the S fork of Hardware River
578,Leonard Ballow,319.0,1760.0,319a ABCO on the N side of the Fluvanna on the Landing Cr
579,Robert Hardwick,300.0,1760.0,300a Albemarle Co. on both sides the North fork of Hardware River
580,William Harris,300.0,1760.0,300a Albemarle Co. on the North side of Rockfish Riv. on the Branches of Green Creek
581,William Henderson,360.0,1760.0,360a Albemarle Co. on Green Cr. and on Mount Arrarat
582,William Moon,370.0,1760.0,370a Albemarle Co. on the S side Hardware River
583,Leonard Phillips,210.0,1760.0,210a Albemarle County on the head of Green Cr.
584,Leonard Phillips,300.0,1760.0,300a Albemarle Co. on the head of Ivy Creek in the Hollows of a Mountain
585,Wm Harris,164.0,1760.0,164a Albemarl/hd Bear Br of RichCove Ck
586,Edw Chestwood,197.0,1760.0,197a Albemarl/hd brs Lynches Ck of N s Rockfish Riv
587,John Snelson,200.0,1760.0,200a ABCo. on the Brs. of Hardware River and Buck Island Creek
588,Charles Lewis Junior,400.0,1760.0,400a ABCo. on the Lime kiln br. on the North side of the Rivanna
589,Ferrisha Turner,136.0,1760.0,"136a ABCo. on the head of a S br. of Hardware River, on E side of Morgans Mountain's"
590,Richard Randolph,240.0,1760.0,240a ABCo. on the brs. of Moores Creek
591,John Smith Junr,200.0,1760.0,200a ABCo. on the N side of Hardware Riv. and on its branches
592,John Fry,200.0,1760.0,200a Albemarle Co. on Bryery Cr. on the N side of Hardware River
593,Benjamin Brown,118.0,1760.0,118a Albemarle County on McWilliams's and Doyles Creeks
594,Benjamin Brown,280.0,1760.0,280a on the l. dividing the sd Co. & Louisa
595,Tho Joplin,366.0,1760.0,366a Albemarl/N s &amp; on Rockfish Riv inclu 2 Swift Islands
596,John Burrus,225.0,1760.0,225 acres in Albemarle on the North Branches of Buck Island Creek
597,David Tomlinson,109.0,1760.0,109a ABCo. on the N Brs. of the North Hardware Riv.
598,Joell Terrell Junior,350.0,1760.0,350a ABCo. on the South Side the Rivanna on the brs. of Meadow Creek
599,,400.0,1760.0,400a ABCo. on both Sides of Virgin Spring Br. near the Head
600,Jacob Moon,170.0,1760.0,170a Albemarle Co. N side the S fork of Hardware Riv.
601,Hardin Burnley,1417.0,1760.0,1417a Albemarle county on the Branches of Hardware and Totier
602,Thomas Forster,400.0,1760.0,400a ABCo. on the North Brs. of Hardware River
603,Thomas Forster,400.0,1760.0,400a ABCo. on the North brs. of Hardware River
604,Thomas Sowel,192.0,1760.0,192a Albemarle County on the Branches of Hardware River
605,Thomas Fortune,175.0,1760.0,175a Albemarle Co. on the South Branches of Hardware Riv.
606,Richard Randolph,400.0,1760.0,400a ABCo. on the North side the Fluvanna River on the brs. of Ballengers Creek
607,Adam Gaudilock,182.0,1760.0,182a ABCo. on the Virgin Spring br.
608,William Grayson,134.0,1760.0,134a ABCo. on the South brs. of the North Fork of Mechums River
609,Bartholomew Ramsey,400.0,1760.0,400a ABCo. on the brs. of Mechums River
610,William Bicknoll,204.0,1760.0,204a ABCo. on the brs. of Moors Creek
611,Samuel Arnold,34.0,1760.0,34a ABCo. on a br. of Ivy Creek in a Cove of a Mountain
612,Henry Tiller,117.0,1761.0,117a Albemarle Co. on the South side the Rivanna Riv.
613,John Durham,240.0,1761.0,240a ABCo. on Turkey Run & Rolling Creek North brs. of Hardware River
614,John Rogers,400.0,1761.0,400a Louisa Co. on the brs. of naked Creek
615,John Rogers,284.0,1761.0,284a Louisa Co. on the brs. of naked Creek
616,John Grills,114.0,1761.0,114a Albemarle County on the S Side the Rivanna on both Sides of Moores Creek
617,Silas Melton,186.0,1761.0,186a Albemarle County on both sides of the South fork of Hardware River
618,William Melton,144.0,1761.0,144a Albemarle County on the Branches of the South fork of Hardware River
619,Richard Randolph,388.0,1761.0,388a Albemarle County on Green Creek
620,William Horrell,230.0,1761.0,230a Albemarle Co. Amongst the Ragged Mountains in South Garden
621,James Gammell,209.0,1761.0,209a ABCo. on both sides of Meachams River
622,James Gammell,203.0,1761.0,203a ABCo. on the S side of Meacham's River on Owen's br.
623,Henry Martin,270.0,1761.0,270a ABCo. on both sides the South fork of Hardware River
624,John Sowel,60.0,1761.0,60a on both sides of Sowells br made in St James & Tillotson parishes
625,Richard Randolph,1388.0,1762.0,1388a Albemarle County
626,David Branham,45.0,1762.0,45 ac. on side of Ragged Mtns. at head of Moores Creek
627,William Branham Jr,232.0,1762.0,232 ac. coves and ridges on side of Ragged Mtn.
628,,88.0,1762.0,88a ABCo. on both sides of Moremans River
629,John Maupin,91.0,1762.0,91a ABCo. on both sides Moremans River
630,Christopher Tomkins,400.0,1762.0,400a Albemarl/bs Adrians Ck of S s Rivanna Riv
631,Abraham Childers,100.0,1762.0,100a ABCo. on the N side of the Fluvanna Riv. on Mullanax Creek
632,John Fortune,87.0,1762.0,87a Albemarle Co. on the North side of Eppes's Creek
633,David Rodes,140.0,1762.0,140a ABCo. amongst some N brs. of Moreman's Riv.
634,John Rodes,48.0,1762.0,48a ABCo. on the Top of the blue Ridge of Mountains
635,John Rodes,79.0,1762.0,79a ABCo. on both sides of Moreman's River on the North side the Bucks elbow
636,William Woods,98.0,1762.0,98a ABCo. on the North side of Stoney Creek
637,Castleton Harper,140.0,1762.0,140a on Sowels br
638,Thomas Fitzpatrick,192.0,1763.0,192a Albemarle County in the Rich Cove
639,John Martin,240.0,1763.0,240a ABCo. on both sides Hardware River
640,Joseph Fitzpatrick,180.0,1763.0,180a ABCo. on the head of Ivy Creek
641,Richard Davenport,400.0,1763.0,400a Albemarle Co. amongst some brs. on the S side of Hardware River
642,Arthur Hopkins,99.0,1763.0,99a Albemarle County on the N side of the Fluvanna River
643,William Fielder,84.0,1763.0,84a ABCo. on a br. of Mechams River in the rich Cove
644,,104.0,1763.0,"104a ABCo. on the heads of brs. of Hardware, Rockfish & Mechams Rivers"
645,John Lockhart,100.0,1763.0,100a ABCo. on the South brs. of the North fork of Mechums River
646,George Davison,170.0,1763.0,170a ABCo. on the S side the blue ridge of Mountains
647,Robert Logan,90.0,1763.0,90a ABCo. on the head of Ivy Creek
648,John Bays,90.0,1763.0,90a ABCo. in the North Garden
649,Henry Harper,300.0,1763.0,300 ac on heads & branches of Hardware R. and under one Ragged Mtn.
650,Jas Gammell,264.0,1763.0,264a Albemarl/bs Hickory Ck of Rockfish Riv
651,Nicholas Wren,118.0,1763.0,118a ABCo. on the side & in the Coves of Buttox hill mountain
652,James Dabney,400.0,1763.0,400a Albemarl/brs Cunninghams Ck of S s Rivanna
653,James Little,129.0,1764.0,129a ABCo. on the South br. of Meechams Riv.
654,John Bryant Junr,140.0,1764.0,140a ABCo. on the South br. of the South fork of Hardware River
655,James Hamilton,400.0,1764.0,400a ABCo. on both sides of Licking Hole Cr.
656,Richard Woods,266.0,1764.0,266a ABCo. on both sides of Bever Cr. of Mechams River
657,Archibald Wood,176.0,1764.0,176a ABCo. on the N side of Stocktons Br.
658,Jeremiah Deair,146.0,1764.0,146a ABCo. in the Coves of a mtn. in
659,John Lewis,200.0,1764.0,"200a ABCo. in the South Garden & in the Rich Cove,"
660,John Fry,400.0,1764.0,400a ABCo. on both sides of Bryery Cr. of Hardware River
661,Rowland Horseley,236.0,1764.0,236a ABCo. on the S side of the Rivanna and on both sides of Ivy Creek
662,,394.0,1764.0,394a ABCo. on the brs. of Stockton's Cr. of Meechum's River
663,Gamalian Bayley,223.0,1764.0,223a ABCo. on both sides of Pounding Br.
664,Samuel Stockton,150.0,1765.0,150a ABCo. on the brs. of the South fork of Mecham's river
665,Michael Craft,198.0,1765.0,198a ABCo. on the North fork of Meechum's River
666,Benajah Gentry,195.0,1765.0,195a Albemarle Co. on the South side the Rivanna Riv. on the branches of Biscuit run
667,Joel Terrell,328.0,1765.0,328a Albemarle County on the branches of Moores Creek
668,James Buchanan,65.0,1765.0,65a ABCo. on both sides bever creek
669,James Coffey,262.0,1765.0,262a ABCo. on the head brs. of Meachums River under the ragged Mountains
670,James Buchanan,42.0,1765.0,42a ABCo. on the head of a br. of Moore's Cr.
671,John Mccord,98.0,1765.0,98a ABCo. on the North side of Buck's Elbow
672,Thomas Smith,87.0,1765.0,87a ABCo. on & under one of the ragged mountains
673,James Hooper,274.0,1765.0,274a Albemarle Co. on both sides of Blackwalnut br. of Hardware River
674,Richard Wood,200.0,1765.0,200a ABCo. South brs. Mecham's Riv. near the meeting house
675,,224.0,1765.0,224a Albemarle Co. on the S side of the north fork of James River known by the name of Cabin Land
676,John Henderson Junr,60.0,1766.0,60a ABCo. on Bisket Run on the N side of Hardware River
677,John Dowell,40.0,1767.0,40a Louisa County
678,David Ross,439.0,1767.0,439a Louisa County on Tollar's Branch and Pritty's Creek
679,Thomas Ewre,58.0,1767.0,58a ABCo. on the South side of Hard Ware River
680,James Buchanan,290.0,1767.0,290a Albemarle Co. on Beverdam Creek of Hardware River
681,Ezekiel Inmon,398.0,1767.0,398a Albemarl/bs Taylors Ck
682,David Nowlin,97.0,1767.0,97a Albemarl/in coves of one of Ragged Mts at hd Taylors Ck
683,Alexr Blane,98.0,1767.0,98a Albemarl/wo Rockfish in Rich Cove
684,William Burras,457.0,1767.0,457a ABCo. on both sides of the Camp br.
685,Alexander Blane,98.0,1767.0,98a ABCo. in the Elm Valley of the Ragged Mountain's
686,Thomas Walker,212.0,1767.0,212a ABCo. on the brs. of Licking hole Creek & the other adjoining br.es
687,Thomas Johnson,150.0,1768.0,150a ABCo./br of Lynches Creek
688,William Barton,99.0,1768.0,99 a Albemarle Co. on both sides of the three notched Road
689,Richard Oglesby,200.0,1768.0,200a Albemarle Co. on the S side of Little Eppes's Cr.
690,William Whitesides,181.0,1768.0,181 ac b/s Stocktons Mill Creek
691,,200.0,1768.0,200a ABCo. on the Brs. of Meadow Cr. of the Rivanna
692,Gamaliel Bayley,134.0,1768.0,134a ABCo. in the Coves & on the Ridges of the Ragged Mountains
693,John Hargis,327.0,1768.0,327a ABCo. on the N side a South br. of Moores Creek (known by the name of Edges Creek)
694,Henry Tillery,400.0,1768.0,400a Albemarle Co. on both sides of Edge's Creek a South branch of Moore's Creek
695,Zachariah Taylor,150.0,1768.0,150a Albemarle County on Briery fork of Green Cr.
696,William Mcgehee,193.0,1768.0,193a Albemarle County
697,John Dowell,128.0,1768.0,128a Louisa Co. on some of the Spurs of the little mountains
698,James Taylor,200.0,1768.0,200a ABCo. on the South side of Hardware River and on both sides of Eppes's Creek
699,William Wood,242.0,1768.0,"242a ABCo. between the Cucumber, Piney & Walnut Mountains"
700,Thomas Stockton,100.0,1768.0,"100a ABCo. between the Cucumber, Piney and Walnut Mountains"
701,Lodowick Oneal & Susanna His Wife,224.0,1769.0,224a on the S side of the North fork of the Rivanna River in Albemarle County aforesaid
702,John Dowel Of Albe,180.0,1769.0,180a
703,Henry Harper,400.0,1769.0,400a Albemarle County on the N fork of Biscuit run
704,Robinson Bailey,230.0,1769.0,230a ABCo. on the waters of Rockfish River
705,William Horril,169.0,1769.0,169a ABCo. on both sides black Fox br.
706,John Moore,124.0,1769.0,124a ABCo. in the North Garden
707,Benjamin Taylor,245.0,1769.0,245 a ABCo. on both sides the Broad Ax br.
708,Joseph Poindexter Of Augsty,275.0,1770.0,275a N fk James R
709,John Wilkinson,39.0,1770.0,39a Albemarle Co. on both sides of Micheau's Creek of the South fork of Hardware River
710,John Wilkinson,311.0,1770.0,311a Albemarle Co. on the North Waters of the South fork of Hardware River and on one of the
711,John Wilkinson,400.0,1770.0,400a Albemarle County amongst the ragged mountains
712,John Wilkinson,400.0,1770.0,400a Albemarle County amongst the ragged mountains on the waters of the South fork of Hardware River
713,John Wilkinson,400.0,1770.0,400a Albemarle Co. on both sides of Hudson's Cr. of Hardware River
714,John Wilkinson,395.0,1770.0,395a Albemarle County amongst the Ragged Mountains on the waters of the South fork of Hardware River
715,John Gay,91.5,1770.0,91.5a Albemarle Co. on the sides and hollows of the mountains that divide the North and South Gardens
716,John Gay,42.25,1770.0,42.25a Albemarle Co. on the sides of the mountains that divide the North and South Gardens
717,Benjamin Taylor,250.0,1770.0,250a Albemarle Co. on the S side of Meacham's Riv.
718,Samuel Ray,317.0,1770.0,"317a Albemarle County, Ivy Cr"
719,Thomas Mccullock,69.0,1770.0,69a ABCo. on both sides the head br. of Mechum's River
720,Thomas Collins,400.0,1771.0,400a pat by Henry Tillery 20 Sept 1768 on both sides of Edges Ck a S br of Moores Ck
721,Hieram Gaines,339.0,1771.0,339a ABCo. on the South br. of Buck Island Cr. of the Rivanna River
722,John Rippeto,83.0,1771.0,83a ABCO on the side of the Piney Mountain
723,John Coles,270.0,1771.0,270a Albemarle County on the S side of Hardware River on the Branches of Beverdam and Eppes Creeks & on the N side of the Green Mountains
724,John Coles,200.0,1771.0,200a Albemarle County on the Branches of Eppes's and Totier Creeks on the N side of the Fluvanna River
725,Nicholas Hamner,350.0,1771.0,350a Albemarle Co. on both sides of the South fork of Hardware River
726,Joseph Yancey,170.0,1771.0,170a ABCo. on the top & North side of a a mtn. called the Bucks Elbow on the Waters of Moremans River
727,Samuel Wood,220.0,1771.0,220a ABCo. on both sides of Tillery's Cr. or Br.
728,William Barton,119.0,1772.0,119a on head of the western branches of the plum tree br
729,Absolom Mckinzey Of Same,100.0,1772.0,100a nr Piney Mt
730,William Rippitoe Of Same,200.0,1772.0,200a n side Piney Mt
731,William Owen,332.0,1772.0,332a Albemarle Co. on both sides Moremans River & Rockey Creek
732,John Fitch,64.0,1772.0,64a Albemarle Co. amongst the South West Mountains on both side Watt's branch of the Rivanna River
733,Thomas Walker,332.0,1772.0,332a ABCO on some Mountains in the fork of Hardware Riv.
734,David Dove,15.0,1772.0,15a ABCo. on the S side of Ivy Creek
735,Samuel Gay,106.0,1772.0,106a Albemarle County on some Mountains in the fork of Hardware River
736,Thomas Walker,226.0,1772.0,226a Albemarle Co. in the Coves & on the Ridges of one of the Ragged Mountains
737,Thomas Walker Junior,219.0,1772.0,219a Albemarle County on the little Mountains on the Heads of some of the eastern Branches of blue Run
738,John Eads,99.0,1772.0,99a Albemarle County on the branches of Totear Creek
739,Robert Sharp,400.0,1772.0,"400a Albemarle County on both sides Plumb Tree br. joining the Lands of John Ford, Charles Lewis & of the sd Robert Sharp"
740,Thomas Mann Randolph,94.0,1772.0,94 a Albemarle County on the South West Mountains on the North Waters of Rivanna River
741,Robert Fry,60.0,1772.0,60a ABCo. on the head of one of the Brs. of the Meadow Creek of the Rivanna River
742,David Nowling,305.0,1772.0,305a ABCo. on the brs. of Hardware River & the brs. of Moores Creek
743,,42.0,1772.0,42a ABCo. on the head of a br. of Moores Cr.
744,John Smith,88.0,1772.0,88a ABCo. amongst the Ragged Mountains on an E br. of the North fork of Rock fish River
745,Jeremiah Yancey,92.0,1772.0,92a ABCo. on the brs. of Moremans River
746,William Hooper,208.0,1773.0,208a Amherst Co. on both sides a Br. of the South fork of Hardware River
747,George Blane,40.0,1773.0,40a ABCo. on the heads of some of the brs. of the Green br.
748,William Hamner,170.0,1773.0,170a ABCo. on both sides the North fork of Hardware River
749,,,1773.0,
750,,193.0,1773.0,193a Albemarle Co. & Augusta Co. at the head of the north fork of Doyle's River and the head of Dry run a branch of the South fork of Shanandoe River
751,Joanna Collins,32.0,1773.0,32a Albemarle County on the Waters of Meadow Creek
752,Charles Christian,68.0,1773.0,68a Albemarle County on the Sides of Buck Island Creek
753,Moses Martin,170.0,1773.0,170a ABCo. on the heads of the brs. of Sheltons Cr.
754,John Wharton,44.0,1773.0,44a ABCo. on the East waters of the Beaverdam fork of Eppes's Creek
755,Thomas Maxwell,79.0,1773.0,79a ABCo. on the head of a Southern br. of the South fork of Hardware River
756,John Thurmon,70.0,1773.0,70a ABCo. on both sides of Thurmon's Spring br. which is a br. of the Bear br.
757,Peter Mccauley,181.0,1773.0,181a ABCo. on both sides of Bisket run
758,William Blackwell,192.0,1773.0,192a ABCo. on the Top of one of the Great Mountains near one of the brs. of Buck mtn. Creek
759,,575.0,1774.0,575a Albemarle County
760,Thomas Jerman,73.0,1774.0,73a Albemarle County on the East branches of Doyl's River on one
761,Patrick Moreton,397.0,1774.0,397a Albemarle Co. on the Western Waters of Mechunk Cr.
762,Zachariah Mills,390.0,1774.0,390a Albemarle Co. on the branches of Beverdam Swamp
763,Zachariah Mills,400.0,1774.0,400a Albemarle County on both sides of Jacobs run
764,William Harris,245.0,1774.0,245a ABCo. on the Western brs. of Green Cr.
765,Jacob Moon,67.0,1774.0,67a Albemarle County on both sides Lee's Creek
766,Charles Goodman,116.0,1774.0,116a ABCo. on both sides of Ivy Creek
767,Isaac Harding,183.0,1774.0,"183a ABCo. on the side of the Great Mountains and Lickinghole Creek, a br. of Meachums River"
768,Micajah Chiles,38.0,1774.0,38a Albemarle Co on the side of one of the ragged Mountains on the heads of some of the E brs. of Mechums River
769,William Sowell,96.5,1775.0,96.5 a n side fluvanna R in the little mts in the South Garden
770,William Speirs,148.0,1775.0,148a ABCo. on the head of Moores Creek
771,John Hamner,192.0,1777.0,192a land granted by patent to Thomas Sowell 12 Aug 1760
772,John Fitzpatrick,,1778.0,
773,Isham Lewis,1000.0,1778.0,1000 ac br of Hardware River
774,,39.5,1779.0,39.5a ABCo. on both Sides the N fork of Hardware Riv.
775,Piney Mountain,,1780.0,
776,Daniel Mcrae Ass'ee Of Thomas Evans,150.0,1780.0,150a ABCo. on both sides Mechams River
777,Revd. Charles Clay,400.0,1780.0,400a Albemarle County on the N side the Fluvanna River
778,John Coles,400.0,1780.0,400a Alblemarle Co. on the brs. of Totier & Ballengers Crs.
779,George Dudley,368.25,1780.0,368.25a Albemarle Co. on East side the Middle Fork of Buck Island Creek
780,,400.0,1780.0,400a in the County of Louisa now Louisa and Albemarle on
781,John Harris,93.0,1780.0,93a Albemarle County on the North Side of the Fluvanna River and on some of the branches of Totear Creek
782,Alexr Blane,94.0,1780.0,94a Albemarl/wo Cove Ck on Little Mt
783,William Watson,233.0,1780.0,233a Albemarle Co. among the Little Mountains on the head of a branch called Doltons branch
784,Micajah Wheeler Senior,105.0,1780.0,105 a ABCo. on waters of one of the head brs. of Moore's Cr.
785,Austin Smith,125.0,1780.0,125a ABCo. in the Coves of the ragged Mountains at the head of a br. of Moores Creek
786,Vinson Sprouce,107.0,1780.0,107a Albemarle/ on the North branches of Ballengers Creek
787,Richard Harvie,137.0,1781.0,137a ABCo. on the side of the Rivanna Riv. and on its br.es
788,Francis Hodge,151.75,1781.0,151.75a ABCo. on the S side Rivanna River and on some of the North brs. of Moore's creek
789,,96.0,1781.0,96 a Albemarle County on the North Side the Fluvanna River  on the little Mountains in the south Garden and on a branch of South Hardware
790,,173.0,1781.0,173a Albemarle Co.y on both sides of Lickinhole run Amongst the great Mountains
791,William Johnson,245.0,1781.0,245a Albemarle Co. on the S side the Rivanna river & on its waters
792,Patrick Napier Assignee Of Thomas Potter,400.0,1781.0,400a Albemarle Co. on the S Side the Rivanna river
793,Joseph Grimes,250.0,1781.0,250a Fluvanna Co. [& AB Co.] on the S Brs. of Hardware riv.
794,William Davis Assignee Of Anderson Bryan,400.0,1781.0,400a Albemarle Co. on the S Side the Rivanna River
795,,185.0,1781.0,185a Albemarle Co. on the S Side the Rivanna river
796,John Henderson Junior,366.0,1781.0,366a in ABCo. on both sides Bisket Run
797,Richard Davenport,40.0,1781.0,40a ABCo. on the south side the rivanna river and on the Waters of the south fork of Hardware
798,Bennet Henderson,346.0,1781.0,346a ABCo. on the waters of Rock fish river Among the little mountains adjoining the South Garden
799,,66.0,1781.0,66a ABCo. on the side of Jameson's Mountain and the waters of Rockey Creek
800,William Burke Ass'ee Of James Epperson Who,120.0,1781.0,120a Louisa Co. in the parish of Fredrickville on the Spurs of the Great Mountains & on both sides the Middle fork of Buck mtn. Creek
801,William Fitzpatrick Assignee Of William Rediford,400.0,1781.0,400a Albemarle Co. on the heads of the S brs. of Cunningham & Briery Creeks
802,Elizabeth Theeds,,1781.0,
803,Elizabeth Theeds,,1781.0,
804,John Henderson Junior,200.0,1781.0,200a Albemarle Co. S side the Rivanna River and on the Branches of Buck Island creek
805,John Kerby Senior,111.0,1781.0,111a ABCo. on the E side of Buck Island Cr.
806,William Leak,117.0,1781.0,117a Albemarle Co. on the waters of Seales and Carols Creek on both sides of Three Notched Road
807,Richard Prior,107.0,1782.0,107a Albemarle Co. on the heads of brs of Mechums River on the top and North Side long Mountain
808,James Bishop,98.0,1782.0,98a ABCo. on the south side of the Blue ridge
809,,190.0,1782.0,190a ABCo. on the Top & S side the blue ridge of Mountains
810,Henry Kerby,188.0,1782.0,188a Albemarle County on the waters of Buck Island creek
811,Francis Taliaferro Ass'ee Of Samuel Taliaferro,400.0,1782.0,400a Albemarle County on the S Side the Rivanna River on the Branches of Cunningham and Adrians Creek
812,Benjamin Davis,84.0,1782.0,84a ABCo. N side of Yellow mtn.
813,David Durrum,400.0,1783.0,400a Albermarle Co. N Side Fluvanna riv. each side Turkey run
814,John Hammond Ass'ee Of Sd Shaderick Henderson,190.0,1783.0,190a ABCo. N side the Fluvanna riv. on Buck island Cr.
815,Alexr Gordan,500.0,1783.0,500a on Buck Island ck and the branches thereof
816,William Mcgehee Sr,204.0,1783.0,204a Albemarle County partly on the white oak bottom
817,Samuel Jameson Ass'ee Of Absalom Brown,153.0,1783.0,153a ABCo. on some of the S brs. of Moremans riv.
818,James Hopkins Ass'ee Of John Wilkinson,400.0,1783.0,400a Albemarle Co. on S side of Hardware Riv. & the brs. thereof
819,Zachariah Colley,290.0,1783.0,290a Albemarle County on both sides of Mechums River
820,Sherard Gowen Ass'ee Of Ephraim Simmons,106.0,1783.0,106a ABCo. Waters of Buck mtn. Cr. & Lynch's Riv.
821,Daniel Maupine Junior,314.75,1783.0,314.75a Albemarle Co. on both sides of Beaver Creek
822,John Fitch,218.0,1783.0,218a Albemarle County on the Waters of Redbud Creek
823,John Childers,64.0,1783.0,64a ABCo. on both sides of Mullenexes Creek
824,James Consolver Ass'ee Of John Ellerton Ass'ee Of Thomas Evans,300.0,1783.0,300a Albemarle County S Side Mechums
825,Henry Burk Assignee Of Thomas Dickenson,129.0,1783.0,129a Albermarle County on a Mountain at the heads of some South brs. of the South fork of Buck Mountain Creek
826,John Statcham,188.5,1783.0,188.5a Albermarle Co. among the little Mountains in the North Garden
827,John Sneed,400.0,1783.0,400a Albemarle Co. on brs of Hogg Cr. N side Rockfish Riv.
828,John Sneed,200.0,1783.0,200a Albemarle Co. on the branches of Sheltons Cr.
829,Charles Irving,27.0,1783.0,27a Albemarle Co. on Rock house br. N side Rock Fish Riv.
830,Charles Irving,400.0,1783.0,400a Albemarle Co. (adj a Survey of his own) on Rock House br. and the branches of Mulenex's Creek
831,Charles Irving,90.0,1783.0,90a Albemarle Co. on the branches of Rockfish River
832,William Davenport,400.0,1783.0,400a Albemarle Co. on both sides Hudsons Creek
833,Thomas Staples,400.0,1783.0,400a Albermarle County on the S side of Hardware River on the Waters of Totier and Hudsons Creek
834,Thomas Staples,60.0,1783.0,60a Albermarle County adjoining a survey of his own
835,David Weaver,111.0,1783.0,111a Albemarle Co. on the NW side of Ballengers Creek
836,John Burk,160.0,1783.0,160a Albemarle Co. on the brs. of Green Cr. a North br. of rock Fish River
837,,100.0,1783.0,100a Albemarle Co. on both sides of the dry fork of Toters Creek and on its branch
