grant_id,component_id,shift_km
6197,6196,0.8362755386480116
6198,6197,0.8379842713606208
6199,6198,0.8366157203594908
6200,6199,0.8367923421248873
6201,6200,0.8345675767248368
6203,6202,0.7915529326366626
6206,6205,0.7214462493004636
6207,6206,0.7290891438079313
6209,6208,0.8400221825303733
6211,6210,0.8497207609310653
6212,6211,0.8531241435979295
6213,6212,0.7671459398043864
6214,6213,0.7035459247118548
6215,6214,0.8241780269707745
6216,6215,0.8061688377122985
6221,6220,0.8433254624434113
6222,6221,0.8346296608899677
6223,6222,0.8498439567570741
6226,6225,0.8468113368981929
6228,6227,0.8611912158054716
6229,6228,0.8345364572464021
6230,6229,0.8528203271123282
6232,6231,0.737598171576626
6233,6232,0.8484392861520554
6235,6234,0.8344742183707784
6236,6235,0.8485620282413524
6237,6236,0.8537377416679935
6239,6238,0.848155251195853
6240,6239,0.8506987119576984
6242,6241,0.8571217521555388
6244,6243,0.8371025971968257
6245,6244,0.8694614273104602
6246,6245,0.7375981715766254
6247,6246,0.6992682767048508
6412,6411,0.802469624923956
6491,6490,0.7631693223150597
6493,6492,0.7629633849346203
6495,6494,0.776851625342036
6496,6495,0.7618776076317058
6499,6498,0.7733721013543721
6502,6501,0.7463107585226209
6504,6503,0.7456529154489707
6505,6504,0.7644611078155964
6506,6505,0.7631693223150592
6510,6509,0.7177695617003771
6511,6510,0.7459960645825212
6512,6511,0.7603187096504708
6513,6512,0.7171770445722435
6514,6513,0.7631693223150596
6517,6516,0.7464241331819079
6524,6523,0.730212751049838
6528,6527,0.7659792474477718
6531,6530,0.7779271594319733
6532,6531,0.7631693223150597
6535,6534,0.8182033807525525
6536,6535,0.7808113599946522
6541,6540,0.7699016569399381
6546,6545,0.8274026263188571
6547,6546,0.8024696249239562
6548,6547,0.786138909111536
6550,6549,0.8024696249239568
6553,6552,0.738422724459691
6554,6553,0.7743246370536015
6555,6554,0.8318190637963794
6556,6555,0.7174809855037968
6557,6556,0.786483649757416
6558,6557,0.7887614184450973
6559,6558,0.7552583904561667
6560,6559,0.7716367713386051
6561,6560,0.8077692143526052
6562,6561,0.802469624923957
6563,6562,0.8176821717260613
6564,6563,0.7916363880648271
6565,6564,0.7868529007818855
6566,6565,0.7272920907282845
6567,6566,0.7440323438229537
6569,6568,0.8024696249239569
6572,6571,0.7283686864527024
6582,6581,0.8393316300897995
6588,6587,0.8153622766099756
6589,6588,0.716265260228531
6590,6589,0.7600994493836116
6591,6590,0.8364035873289077
6592,6591,0.7951657709155676
6593,6592,0.7938197375787249
6594,6593,0.779660887932566
6595,6594,0.841403961786409
6596,6595,0.8096689086384766
6597,6596,0.8096306352946339
6599,6598,0.810281562728789
6600,6599,0.8196332788538915
6601,6600,0.8130702358889305
6602,6601,0.7916663883962496
6603,6602,0.8229869876490196
6604,6603,0.8076771552304505
6606,6605,0.8379682019444658
6607,6606,0.7846674743972539
6608,6607,0.7620110017425725
6609,6608,0.819186668628105
6610,6609,0.8001302767839461
6613,6612,0.7516081933801638
6616,6615,0.7898314719056873
6618,6617,0.7743643672927721
6620,6619,0.8412888360678779
6622,6621,0.7903074650972424
6623,6622,0.7900360842533938
6624,6623,0.8154785303977978
6625,6624,0.8185333064084483
6626,6625,0.7316224064945063
6627,6626,0.7832483541905715
6628,6627,0.8236770647204831
6629,6628,0.8394866905057174
6631,6630,0.823677064720483
6632,6631,0.7380432915384552
6635,6634,0.727292090728284
6636,6635,0.7459960645825212
6637,6636,0.7456242694124702
6639,6638,0.7358964577742773
6641,6640,0.7832935065994606
6642,6641,0.759965519883125
6644,6643,0.820931446692991
6645,6644,0.7609031390816906
6647,6646,0.787486533442547
6649,6648,0.735344823575426
6653,6652,0.8087375097329418
6654,6653,0.809936862560699
6655,6654,0.8122017232661571
6656,6655,0.8123625942282883
6657,6656,0.8274903494046212
6658,6657,0.7360042732739427
6663,6662,0.7326499136393931
6664,6663,0.7326499136393927
6665,6664,0.7322261445287092
6666,6665,0.7301964467692766
6667,6666,0.7273201144124024
6671,6670,0.8623101292580424
6672,6671,0.7437096718319096
6673,6672,0.7473439189954633
6674,6673,0.7897811449488
6675,6674,0.7315462972120103
6677,6676,0.746028378289293
6683,6682,0.787498951147133
6684,6683,0.7850170451160796
6686,6685,0.8096497717856194
6688,6687,0.8078411264972822
6689,6688,0.8745747408003467
6691,6690,0.8327824733876572
6692,6691,0.8576590231346066
6694,6693,0.7350273308774303
6695,6694,0.7247706779528421
6696,6695,0.7340504762686141
6699,6698,0.8636498692937254
6700,6699,0.7912121913365716
6707,6706,0.7333307268240293
6708,6707,0.8105641797334863
6709,6708,0.7842951905805634
6710,6709,0.7991824226653038
6711,6710,0.8322967673181502
6712,6711,0.8568795771183294
6713,6712,0.8277710378168074
6714,6713,0.8223290988749631
6716,6715,0.7367031860379449
6719,6718,0.8102815627287893
6720,6719,0.7900196459930173
6721,6720,0.8863004600907173
6722,6721,0.8125880699061782
6723,6722,0.802469624923957
6725,6724,0.7887668986968335
6726,6725,0.7716367713386051
6727,6726,0.8393633915421894
6731,6730,0.8139602205453648
6732,6731,0.8841040404906653
6733,6732,0.843321376919155
6734,6733,0.8811385713452535
6735,6734,0.8569516816063935
6736,6735,0.8573053421600825
6737,6736,0.8024696249239567
6738,6737,0.7850194517312339
6739,6738,0.7733721013543722
6740,6739,0.7462749854515507
6741,6740,0.7533328277312031
6742,6741,0.8197504155828707
6743,6742,0.8564211467643772
6746,6745,0.808782027246418
6748,6747,0.7615879172390082
6749,6748,0.7603187096504705
6751,6750,0.837425871635983
6752,6751,0.7597400960447882
6753,6752,0.7458457020757376
6754,6753,0.8156292451006922
6755,6754,0.8119549434928418
6758,6757,0.7998964440415313
6759,6758,0.8564211467643775
6760,6759,0.7306003331670136
6762,6761,0.7824995192211772
6763,6762,0.7248942511012431
6764,6763,0.8103394003490667
6765,6764,0.8101146226160266
6766,6765,0.8808625504362549
6768,6767,0.8377309315231627
6769,6768,0.7440323438229534
6770,6769,0.7302731514814479
6772,6771,0.8096497717856193
6774,6773,0.8095206074953385
6775,6774,0.8107197134280109
6907,6906,0.6928111397084398
6908,6907,0.6928111397084393
6909,6908,0.7134405917587446
6911,6910,0.6926912339506961
6913,6912,0.6928111397084394
6915,6914,0.692811139708439
6916,6915,0.6928111397084391
6917,6916,0.7048317090374993
6919,6918,0.6928111397084383
6920,6919,0.6928111397084388
6922,6921,0.6928111397084395
6924,6923,0.6928111397084403
6925,6924,0.6928111397084394
6926,6925,0.7068205642952313
6930,6929,0.7048317090374996
6931,6930,0.7048317090374998
6932,6931,0.7090896122698147
6934,6933,0.6928111397084388
6935,6934,0.6940882214980636
6938,6937,0.7182331726093351
6939,6938,0.6890426023825511
6942,6941,0.7038010440588588
6943,6942,0.7199562774432009
6945,6944,0.6938517346782902
6947,6946,0.692948293260256
6948,6947,0.7041679974208634
6949,6948,0.7089565317936303
6950,6949,0.7147510699714006
6953,6952,0.7168708165071006
6954,6953,0.6881114354760656
6957,6956,0.7031788612287801
6958,6957,0.6936866908388537
6959,6958,0.6966740739866802
6960,6959,0.6990870373034382
6961,6960,0.6893880931078983
6962,6961,0.6904940096596656
6966,6965,0.6950003356962969
6967,6966,0.6930117601479864
6968,6967,0.6986896165078734
6969,6968,0.6896178315459036
6970,6969,0.7223396308467311
6971,6970,0.7097400037982828
6972,6971,0.7142530528426742
6973,6972,0.7009334798858886
6975,6974,0.7131616425399739
6976,6975,0.7045027428225825
6977,6976,0.7077308720258588
6978,6977,0.7036959262571439
6980,6979,0.7101823181363357
6982,6981,0.6982745446173575
6983,6982,0.6911348896013293
6984,6983,0.7182331726093356
6985,6984,0.7039882983239442
7371,7370,0.9070415260240812
7377,7376,0.8247630439289666
7382,7381,0.8460616157052134
7383,7382,0.905035843203288
7384,7383,0.9174456930534322
7386,7385,0.8019721481165338
7387,7386,0.802899106571558
7388,7387,0.9030301615549483
7389,7388,0.8849806752564316
7395,7394,0.8026673555194241
7397,7396,0.8118174927387309
7398,7397,0.912272660197628
7400,7399,0.8102320735896756
7401,7400,0.8170163505447516
7402,7401,0.8184309543410333
7403,7402,0.8108521055604259
7404,7403,0.8061512490267834
7406,7405,0.9135590111949793
7407,7406,0.9094729732403455
7408,7407,0.9146385036751973
7409,7408,0.9090472100095671
7410,7409,0.8381917232729786
7411,7410,0.8238068818386362
7412,7411,0.8214370022215632
7413,7412,0.9090472100095667
7414,7413,0.8990188018070172
7417,7416,0.8082801359184544
7418,7417,0.8193760209308637
7419,7418,0.8204360035940178
7420,7419,0.8013378899608391
7422,7421,0.8118174927387308
7423,7422,0.9346836662083173
7424,7423,0.916435093241667
7425,7424,0.8933762042328928
7426,7425,0.9098716716442119
7428,7427,0.9203034006715005
7429,7428,0.9330530735093352
7433,7432,0.8206538620609136
7436,7435,0.812208269925762
7438,7437,0.8504901734351878
7439,7438,0.8545142782019406
7440,7439,0.8683477857241871
7441,7440,0.8565245987922672
7443,7442,0.8586957391061675
7444,7443,0.8571633594745953
7445,7444,0.8591254577401987
7449,7448,0.890996096729829
7450,7449,0.890494678309817
7453,7452,0.8507493736943098
7455,7454,0.842721139548894
7458,7457,0.8480648238880772
7459,7458,0.848508940858133
7460,7459,0.9110528951520538
7461,7460,0.911052895152054
7465,7464,0.858720909150508
7466,7465,0.8633163980173219
7467,7466,0.8586957391061679
7468,7467,0.8684625255586187
7469,7468,0.9382789018605643
7470,7469,0.8930017711765524
7471,7470,0.8204905375309284
7472,7471,0.8202453403912833
7473,7472,0.8544159209665829
7474,7473,0.86118605746947
7476,7475,0.9386050261086427
7478,7477,0.8724435137546706
7479,7478,0.8648857545937372
7480,7479,0.9235958032365672
7482,7481,0.8849806752564316
7483,7482,0.8157414943748886
7484,7483,0.8065849757743497
7485,7484,0.8172600521662823
7488,7487,0.8727701970026632
7489,7488,0.8686482541611914
7490,7489,0.8904946783098169
7491,7490,0.8866504729883653
7492,7491,0.8238068818386363
7493,7492,0.8372951401864639
7494,7493,0.8207628950163107
7499,7498,0.8362374927836187
7501,7500,0.8866504729883649
7504,7503,0.8569890201151822
7508,7507,0.8472895963899431
7509,7508,0.8182985490455349
7511,7510,0.8096122099817842
7512,7511,0.8193747369082487
7513,7512,0.8569890201151827
7514,7513,0.832769758881238
7515,7514,0.8630937298955568
7516,7515,0.8682489288115911
7517,7516,0.8686527455958969
7518,7517,0.872443513754671
7519,7518,0.8543636276789716
7520,7519,0.9003946100895255
7521,7520,0.8769941517000581
7523,7522,0.8849806752564304
7524,7523,0.8849806752564313
7527,7526,0.8357735784881742
7528,7527,0.83703050590709
7529,7528,0.8183180156501181
7530,7529,0.799261550499015
7532,7531,0.8393820628323401
7533,7532,0.8601059070281589
7534,7533,0.8581253041476045
7536,7535,0.8769941517000583
7537,7536,0.8575098103201227
7539,7538,0.8538657512444833
7540,7539,0.8542640521408836
7541,7540,0.8980617017849394
7543,7542,0.8970131237232964
7544,7543,0.8970131237232964
7545,7544,0.8990188018070179
7546,7545,0.8933762042328924
7547,7546,0.8591311762510174
7548,7547,0.8849806752564309
7549,7548,0.8391477545538965
7550,7549,0.8197555846303481
7552,7551,0.8293733983111863
7553,7552,0.8572494139918125
7554,7553,0.9127385934024321
7556,7555,0.8594094464923748
7557,7556,0.8627297972842125
7558,7557,0.8587209091505086
7560,7559,0.8381917232729788
7561,7560,0.8893247022958389
7562,7561,0.8357735784881745
7563,7562,0.8319375206217661
7564,7563,0.853502321916368
8840,8839,0.8748162927232565
8842,8841,0.9122727638656853
8843,8842,0.9396074880499897
8844,8843,0.9133179923103646
8845,8844,0.980245618274724
8846,8845,0.9402124367335564
8850,8849,0.9077208943176621
8851,8850,0.8979431224996596
8852,8851,0.9435667816860653
8853,8852,0.9408726714963666
8854,8853,0.9799377367827888
8855,8854,0.9231746171450271
8858,8857,0.8797432466827115
8859,8858,0.8715497187869227
8860,8859,0.9406501558258146
8861,8860,0.901325264142522
8862,8861,0.9480757685100137
8864,8863,0.867961185929601
8865,8864,0.9863914194118171
8867,8866,0.9231746171450265
8868,8867,0.9029159327729445
8869,8868,0.971634330617516
8870,8869,0.9406104753956399
8871,8870,0.9468371347681104
8872,8871,0.8710900718143718
8874,8873,0.9490394871706601
8878,8877,0.9344159359391918
8879,8878,0.8746738583071199
8880,8879,0.986358502564791
8882,8881,0.9428158683567002
8883,8882,0.9344159359391918
8884,8883,0.970508613723709
8886,8885,0.9781951642837864
8888,8887,0.9666165054501825
8889,8888,0.9359165797033451
8890,8889,0.9400626993920621
8891,8890,0.9088002629100859
8893,8892,0.8813339287762096
8894,8893,0.9761447103040568
8896,8895,0.871577234808343
8897,8896,0.8963415372575946
8898,8897,0.9095774074151753
8900,8899,0.9485153909161096
8902,8901,0.9431809033078402
8904,8903,0.8749733906040825
8905,8904,0.9476761940469425
8906,8905,0.9690203852762624
8907,8906,0.9447067930979189
8911,8910,0.9427790444305713
8913,8912,0.941387740048269
8915,8914,0.908411696008978
8919,8918,0.8720786863880977
8920,8919,0.8694440214151229
8921,8920,0.8694428723345992
10268,10267,0.9854250310159154
10269,10268,0.9854250310159152
10276,10275,0.9696748921084877
10281,10280,0.9854250310159152
10284,10283,0.9854250310159157
10285,10284,0.9892364237294043
10286,10285,0.9730393376175795
10287,10286,0.9879007277626976
10295,10294,0.9894143378467329
10297,10296,0.9776736934180242
10298,10297,0.9792987075377318
10300,10299,0.9855035147249589
10301,10300,0.9821782982677019
10302,10301,0.9783105109961535
10303,10302,0.988880595567187
10304,10303,0.9854250310159157
10305,10304,0.989236423729403
10306,10305,0.980746003620535
10307,10306,0.9808204283689991
10308,10307,0.9450360993426317
10309,10308,0.9854250310159153
10310,10309,0.9854250310159157
10311,10310,0.9823554632610113
10312,10311,0.9714672863187126
10313,10312,0.9854250310159156
10314,10313,0.9854250310159156
10315,10314,0.9872474883988824
10316,10315,0.9766387744933185
10318,10317,0.9753203042492459
10319,10318,0.9455331980705989
10320,10319,0.9830539926750103
10325,10324,0.9653820313450542
10328,10327,0.9759412578280464
10331,10330,0.9854250310159152
10333,10332,0.8745747408003461
10335,10334,0.8745747408003463
10337,10336,0.9394202809677612
10338,10337,0.9741228873829902
10339,10338,0.9730393376175802
10340,10339,0.9430211901546952
10344,10343,0.9466051124522928
10352,10351,0.8393316300897992
10353,10352,0.9020072235337715
10354,10353,0.9854250310159162
10356,10355,0.985425031015916
10357,10356,0.926505871771628
10358,10357,0.9765879798940621
10360,10359,0.9494326803025722
10362,10361,0.8904231132347411
10363,10362,0.9875828796639852
10364,10363,0.9854250310159156
10366,10365,0.9441315359083592
10367,10366,0.8745747408003466
10368,10367,0.9854250310159149
10369,10368,0.9756631917814436
10372,10371,0.985425031015916
10373,10372,0.985425031015916
10374,10373,0.9482948092386243
10375,10374,0.9660540263369335
10378,10377,0.943672423089902
10379,10378,0.8897260518151947
10380,10379,0.9430191001678128
10387,10386,0.9439547417338112
10388,10387,0.9420034915966523
10389,10388,0.9854250310159164
10390,10389,0.9221831704400589
10391,10390,0.8745747408003461
10394,10393,0.9488701212260645
10395,10394,0.9466066588781179
10396,10395,0.9439547417338122
10397,10396,0.9448387130384124
10398,10397,0.9563609342912384
10402,10401,0.9482143808078849
10404,10403,0.9854250310159158
10406,10405,0.9629766339329667
10407,10406,0.9459572729947372
10408,10407,0.9424565704484283
10409,10408,0.9382180426033183
10411,10410,0.9879910255848294
10413,10412,0.9511702514886061
10415,10414,0.9619819538527943
10416,10415,0.9782993264877954
10419,10418,0.9854250310159156
10420,10419,0.9854250310159156
10421,10420,0.8745747408003465
10423,10422,0.9861112938886509
10424,10423,0.9495847050331546
10425,10424,0.9644786242922685
10427,10426,0.8745747408003458
10428,10427,0.9573292497309581
10429,10428,0.9654065427015417
10430,10429,0.9780152575325034
10432,10431,0.948979511653517
10433,10432,0.9570223672772336
10434,10433,0.9854250310159159
10436,10435,0.9531543317955574
10438,10437,0.961355566946291
10439,10438,0.9373900105714238
4958,4957,0.7986500159080446
5005,5004,1.3868570554257396
5074,5073,0.2674035811044248
5091,5090,0.6652699780407769
6044,6043,0.2253543905852786
6060,6059,0.809890308961821
6105,6104,0.10166678094594919
6145,6144,0.766769039037902
6500,6499,1.167191448319562
6910,6909,2.7536008225269955
6489,6488,0.5811956967696198
6501,6500,0.7568839023016607
6530,6529,0.7020283587157364
6539,6538,0.46944394839222187
6605,6604,0.18294913699385637
6676,6675,0.9335327126099987
6678,6677,0.4872858732253755
6937,6936,1.0356289613340053
6912,6911,1.032303239990261
6952,6951,0.6639134391166339
7334,7333,0.32615897711262015
7338,7337,0.32615897711262004
9192,9191,0.42645843197386335
9193,9192,0.42645843197386457
9194,9193,0.42820515776327756
9196,9195,0.4266237119566559
9197,9196,0.42450545556986924
9199,9198,0.42692137829320986
9200,9199,0.427977865603041
9201,9200,0.4279282659846353
9202,9201,0.42645088192620184
9203,9202,0.4266806326672348
9210,9209,0.42645843197386624
9211,9210,0.42792546814989496
9214,9213,0.4278929265996202
9215,9214,0.42643741418568093
9216,9215,0.4279641641128339
9217,9216,0.42793811015329725
9218,9217,0.42448774674447776
9220,9219,0.4280877959250536
9221,9220,0.42800956608742147
9222,9221,0.42610325684531875
9224,9223,0.42792546814989796
9225,9224,0.42796274603209633
9226,9225,0.4278942560303907
9229,9228,0.42659152411563095
9230,9229,0.4264584319738658
9231,9230,0.42645843197386535
9233,9232,0.42675642922794765
9234,9233,0.4279266531678631
9235,9234,0.42796693082981496
9238,9237,0.4277668803527369
9239,9238,0.4279613865498209
9240,9239,0.42791323103595397
9241,9240,0.4246447226340577
9242,9241,0.4278664920992506
9243,9242,0.42796696678252855
9244,9243,0.4247977180437987
9245,9244,0.42796742186337866
9248,9247,0.4267375586177101
9249,9248,0.4264584319738657
9250,9249,0.42795591612260653
9251,9250,0.4280210773852668
9253,9252,0.42792576440437213
